station_id;station_number;name;capacity;coordinates
1047;1002738770;Lavandieres Sainte Opportune - Rivoli;27;POINT(48.8592797025 2.34662175179)
1048;82381710;Batignolles - Rome;15;POINT(48.8818233706 2.32025898993)
1049;213699079;Macdonald - Césaria Evora;67;POINT(48.89883 2.37933)
1050;54000541;Vieille du Temple - Francs Bourgeois;29;POINT(48.8582564134 2.35821794719)
1051;210389577;Daunou - Louis le Grand;17;POINT(48.869113 2.332515)
1052;54000561;Lamartine - Faubourg Montmartre;32;POINT(48.8766139829 2.33976569027)
1053;43219958;Odessa - Départ;39;POINT(48.8428855901 2.32442814857)
1054;82436057;Moulin de la Pointe;22;POINT(48.8209294605 2.35631793737)
1055;265266148;Pierre Brossolette - Adolphe Pinard;24;POINT(48.8217722795 2.31315582991)
1056;1109534105;Demi-Lune - Aristide Briand;20;POINT(48.8762638192 2.4562818557)
1057;291354793;Gare de Lyon - Van Gogh;51;POINT(48.8438397856 2.37044502404)
1058;221032834;Metz - Faubourg Saint-Denis;48;POINT(48.870893 2.353521)
1059;54000617;Docteurs Déjérine - Pte de Montreuil;20;POINT(48.8539844813 2.41208288897)
1060;213686749;Place de la Porte de Passy;36;POINT(48.8573410955 2.26441655388)
1061;82375611;Batignolles - Beudant;44;POINT(48.8821640147 2.31985297054)
1062;38192;La Motte-Picquet - Grenelle;34;POINT(48.8485832134 2.2993478179)
1063;102343591;Louis Pasteur - Albert Petit;31;POINT(48.796261 2.317289)
1064;1057383154;Gare RER les Ardoines;49;POINT(48.7835375748 2.40777410567)
1065;54000599;Lemercier - Cardinet;24;POINT(48.8900971689 2.3173776269)
1066;653139063;Pont de Suresnes;52;POINT(48.8674150923 2.22589466796)
1067;129106450;Joseph Dijon - Ornano;37;POINT(48.8937445335 2.3476678133)
1068;1057753858;Place Charles Michels;37;POINT(48.846401 2.28502)
1069;101738550;Didot - Place de Moro-Giafferi;22;POINT(48.8337 2.3215)
1070;27363337;Bréguet - Sabin;33;POINT(48.8569316783 2.37067494621)
1071;41464928;Sèvres - Lecourbe;62;POINT(48.8447677 2.3110086)
1072;82554449;Porte Molitor;60;POINT(48.8452476351 2.25690152496)
1073;54000630;Madeleine Michelis - Roule;25;POINT(48.8827720972 2.27743450552)
1074;66491379;Place des Abbesses;12;POINT(48.8845427261 2.33868677169)
1075;66491381;Leibniz - Jean Dollfus;32;POINT(48.8963283485 2.33339042383)
1076;129023855;Parme - Clichy;24;POINT(48.8812664242 2.32819709345)
1077;66491367;Beaubourg - Michel-le-Comte;17;POINT(48.8625349418 2.35431030393)
1078;85031184;Molitor - Michel-Ange;53;POINT(48.8451820815 2.26211277357)
1079;213680553;Adolphe Pinard - Victor Hugo;52;POINT(48.8236825875 2.30778437108)
1080;653104215;Sorbier - Gasnier-Guy;34;POINT(48.865217631 2.39365965128)
1081;653175838;Gare de Chaville Rive Gauche;18;POINT(48.805072 2.188594)
1082;101015227;Chevaleret - Louise Weiss;35;POINT(48.8325865134 2.37121138812)
1083;27415194;Gergovie - Alésia;36;POINT(48.8308871746 2.31888210121)
1084;54000610;Jean de la Fontaine - Boulainvilliers;69;POINT(48.8526479146 2.27586641908)
1085;124176568;Rampal - Belleville;17;POINT(48.8730216016 2.37991098315)
1086;27415500;Point du Jour - Jean Jaurès;26;POINT(48.8287531414 2.24591146701)
1087;27415128;Ivry - Baudricourt;20;POINT(48.8246959954 2.36310607358)
1088;80101533;Chazelles - Courcelles;35;POINT(48.879406605 2.30344556272)
1089;907054879;Liberté - Vert-de-Maisons;20;POINT(48.7901478096 2.43286281824)
1090;88230992;De Toqueville - Terrasse;30;POINT(48.882428 2.314002)
1091;129088667;Jonquière - Docteur Paul Brousse;40;POINT(48.8947998167 2.31870521217)
1092;210582921;Boudreau - Auber;14;POINT(48.87219 2.329423)
1093;129087587;Legendre - Clichy;40;POINT(48.8889616186 2.32252897509)
1094;82379648;Lisbonne - Monceau;33;POINT(48.8774556768 2.30969422142)
1095;54000569;Saint-Ambroise - Parmentier;38;POINT(48.8621478445 2.3772348091)
1096;129043651;Roquette - Thiéré;23;POINT(48.8550793058 2.37336863187)
1097;129034587;Récollets - Square Villemin;17;POINT(48.8750346559 2.3598012386)
1098;593238093;Victoire - Chaussée d'Antin;24;POINT(48.875065791 2.33167380095)
1099;210396518;Estrapade - Ulm;16;POINT(48.8451277283 2.34545681704)
1100;82253759;Mairie du 7ème;27;POINT(48.8577967 2.3192664)
1101;1062179194;18 juin 1940 - Buzenval;25;POINT(48.868807 2.185428)
1102;129001431;Courcelles - Place des Ternes;31;POINT(48.8781999289 2.29928601887)
1103;217572769;Anatole France - Jean Lolive;28;POINT(48.8949922 2.4253764)
1104;35196898;Gare d'Austerlitz - Quai Saint-Bernard;27;POINT(48.8436903086 2.36571639776)
1105;82421013;Charenton - Place du Col Bourgoin;35;POINT(48.8448673196 2.38257893505)
1106;253357936;Félix Faure - Lourmel;58;POINT(48.8386890171 2.2818081826)
1107;252301607;Charles de Gaulle - Madrid;22;POINT(48.8844322704 2.26080447435)
1108;10968855;Colonel Monteil - Brune;19;POINT(48.8265029331 2.30927479983)
1109;221038698;Mahatma Gandhi;26;POINT(48.876356 2.264205)
1110;39256416;Pajol - Riquet;47;POINT(48.8896002813 2.36285347492)
1111;85120104;Pelleport - Belgrand;15;POINT(48.8650008185 2.40398083638)
1112;126175087;Gabrielle Josserand - Edouard Vaillant;25;POINT(48.9027156626 2.39332705736)
1113;653080986;Toffier Decaux - Cartier Bresson;15;POINT(48.9016507255 2.40175455809)
1114;653063170;Place de la Porte de Paris;40;POINT(48.930292 2.356183)
1115;54000546;Sénat - Condé;33;POINT(48.8495422779 2.3379394412)
1116;54000611;Manin - Simon Bolivar;26;POINT(48.8764996541 2.3794073626)
1117;120827885;Messine - Place Du Pérou;12;POINT(48.875448034 2.31550801901)
1118;100872260;Duroc - Place de Breteuil;42;POINT(48.8474606411 2.31261402369)
1119;27363256;Thérèse - Opéra;25;POINT(48.8664835145 2.33443342122)
1120;1036226943;Parc de Sceaux - Centre-Ville;33;POINT(48.7769529826 2.29572147131)
1121;268976295;Butte aux Cailles - Esperance;36;POINT(48.8275877419 2.34921511263)
1122;124390478;Commandant l'Herminier - Gallieni;17;POINT(48.8470405526 2.41604536772)
1123;392576677;Senard - Charles Blum;24;POINT(48.8573158248 2.22109168768)
1124;13372702;Saint-Fargeau - Mortier;24;POINT(48.8726665612 2.40791290998)
1125;653079135;Mazagran - Pierre de Coubertin;15;POINT(48.8162186403 2.34422687441)
1126;27415524;Saint-Germain-des-Prés;26;POINT(48.8541851082 2.33030587435)
1127;1057045129;Cimetière communal;40;POINT(48.830764 2.252024)
1128;54000614;Porte de Pantin - Petits Ponts;52;POINT(48.8904108624 2.39819392562)
1129;402212574;Charles de Gaulle - Graviers;28;POINT(48.8831517592 2.26488143206)
1130;369011098;Paris - Laitières;22;POINT(48.8463027415 2.42075532675)
1131;417623119;Mairie de quartier du Plateau - Mont-Valérien;20;POINT(48.8799933 2.2072437)
1132;488872892;Emile Zola - Fondary;42;POINT(48.8470511431 2.29534059763)
1133;131094294;Charles Tillon - Cimetière Communal;30;POINT(48.9184402364 2.39356309175)
1134;1057329581;Square Bela Bartok;24;POINT(48.8512015683 2.28465367109)
1135;1314450240;Gare du Stade;20;POINT(48.9312676 2.2603778)
1136;15309045;Marché Saint-Quentin;15;POINT(48.8773560577 2.35451144564)
1137;36391;Godot de Mauroy - Madeleine;22;POINT(48.869789 2.326347)
1138;76121343;Abbé Groult - Convention;12;POINT(48.8359692787 2.30206403951)
1139;1056715831;Marché Saint-Germain;21;POINT(48.8516562586 2.33550030738)
1140;49474389;Artois - Berri;23;POINT(48.8739352124 2.30642583221)
1141;38407;Flandrin - Longchamp;42;POINT(48.8687784918 2.27435453918)
1142;97824043;Charentonneau - Maisons Alfort;20;POINT(48.8099329805 2.4432884565)
1143;266963426;Beaumarchais - Saint-Gilles;51;POINT(48.8580378 2.3679352)
1144;1074095810;Maurice Payret-Dortail;22;POINT(48.8781195706 2.22336251289)
1145;129029327;Victoire - Laffitte;20;POINT(48.8751437349 2.33811850514)
1146;100767550;Mairie du 4ème;44;POINT(48.8559499105 2.35638231039)
1147;1074204954;Quai Jules Guesde - Saint-Simon;30;POINT(48.803735111 2.40901898593)
1148;653222953;Mairie de Rosny-sous-Bois;30;POINT(48.871256519 2.48658075929)
1149;1074428106;André Theuriet - Blagis;0;POINT(48.7801138 2.3133055)
1150;1057210479;Jules Guesdes - Carnot;16;POINT(48.9382816993 2.35089920461)
1151;78124875;Mathis - Flandre;55;POINT(48.8906429899 2.37625546753)
1152;49791363;Balzac - Champs Elysées;30;POINT(48.8726996396 2.30019539595)
1153;6354;Gouthière - Poterne des Peupliers;33;POINT(48.820507 2.351342)
1154;27363156;Général De Gaulle - Vivien;22;POINT(48.8360742009 2.41891667247)
1155;82588656;Rond-Point Rhin et Danube;53;POINT(48.840452821 2.22802251577)
1156;27414932;Saint-Maur - République;38;POINT(48.8641858615 2.37831741571)
1157;43195240;Silly - Galliéni;25;POINT(48.8355838387 2.23255008459)
1158;85008390;Grenelle - Dr Finlay;71;POINT(48.8513154067 2.29195028543)
1159;221047138;Pierre et Marie Curie - Julien Grimau;17;POINT(48.8705565552 2.42416709661)
1160;128986726;Boétie - Ponthieu;33;POINT(48.8714172844 2.3076787591)
1161;1057228658;Youri Gagarine - Karl Marx;22;POINT(48.7844848508 2.3590843007)
1162;205047993;Edgar Quinet - Raspail;46;POINT(48.8394026667 2.32971478254)
1163;102324803;Pyrénées - Emmery;40;POINT(48.8720102813 2.39203959703)
1164;88140066;Rocher - Laborde;65;POINT(48.8759024071 2.32261631638)
1165;597245295;Concorde - Stalingrad;35;POINT(48.7985844 2.3821302)
1166;235513935;Carducci - Place Hannah Arendt;27;POINT(48.8774366815 2.38607436419)
1167;129060764;Victor Hugo - Jeanne Jugan;28;POINT(48.843949064 2.41508139483)
1168;102329800;Marcelin Berthelot;27;POINT(48.8415473059 2.23316162825)
1169;213911772;François Debergue - Croix de Chavaux;57;POINT(48.8574217081 2.43757814169)
1170;245187072;Louis Lumière - Porte de Bagnolet;20;POINT(48.86431136 2.41052102298)
1171;37791;Richard Lenoir - Jean-Pierre Timbaud;36;POINT(48.8658042767 2.36933707497)
1172;1558958733;Léonard de Vinci;28;POINT(48.8979097249 2.23837230436)
1173;63498079;Marché Secrétan;26;POINT(48.8812549638 2.37346328795)
1174;102333275;Saint-Vincent - Verdun;34;POINT(48.8192115492 2.25400775671)
1175;13497763;Ouest - Château;23;POINT(48.8361728601 2.31939214392)
1176;27363103;Porte d'Auteuil;33;POINT(48.8479394142 2.26083967835)
1177;41566122;Vasco de Gama;54;POINT(48.8367178347 2.28366408565)
1178;254224239;Place Adolphe Cherioux - Vaugirard;63;POINT(48.839594428 2.30106577277)
1179;653059015;Bellefond - Maubeuge;31;POINT(48.8782553976 2.34526421875)
1180;27363162;Ranelagh - Mozart;23;POINT(48.8554533455 2.27019153535)
1181;991351798;Aubervilliers - Curial;23;POINT(48.8908830523 2.36885793507)
1182;102304517;Pereire - Place de Wagram;46;POINT(48.8870706076 2.30411112453)
1183;54000621;Ménilmontant - Père Lachaise;56;POINT(48.8632872915 2.3869940266)
1184;1023083417;Ney - Charles Hermite;20;POINT(48.8987480398 2.3645754531)
1185;54000539;Hôtel de Ville - Pont-Marie;36;POINT(48.8538996455 2.35694725066)
1186;27415012;Bercy;66;POINT(48.839966915 2.3788625747)
1187;78348185;Mairie de Clichy;51;POINT(48.9036536347 2.30593532324)
1188;100770878;Poissy - Saint-Germain;25;POINT(48.8496964943 2.35296852887)
1189;27414460;Danielle Casanova - Place Vendôme;37;POINT(48.8682664982 2.33048390597)
1190;75641607;Blaise-Desgoffe - Vaugirard;32;POINT(48.8461288777 2.32426721603)
1191;82402482;Gare de l'Est - Chateau Landon;59;POINT(48.879305 2.362424)
1192;262607058;Charles de Gaulle - Plateau de Vanves;33;POINT(48.8223308897 2.29857180341)
1193;129096696;Léon - Doudeauville;13;POINT(48.8883242185 2.35357337264)
1194;265464297;Schoelcher - Raspail;50;POINT(48.8368173353 2.33127940804)
1195;384370499;Place Charles Vallin;26;POINT(48.835523812 2.30259865522)
1196;363735875;Pont De Charenton;18;POINT(48.8179685 2.4199531)
1197;54000550;Rapp - Place du Général Gouraud;31;POINT(48.8581028851 2.30040729046)
1198;315022587;Malesherbes - Place de la Madeleine;67;POINT(48.8704060285 2.32324350981)
1199;97705710;Jacquard - Ternaux;39;POINT(48.8646605 2.373162)
1200;54000593;Longchamp - Place d'Iéna;40;POINT(48.8649172334 2.29267481714)
1201;95073815;Saint-Lazare - Place d'Estienne d'Orves;39;POINT(48.8768345 2.3329067)
1202;96512532;Joseph Sansboeuf - Saint Lazare;18;POINT(48.8753156307 2.32290197164)
1203;82550543;Place de Barcelone - Mirabeau;55;POINT(48.8476230274 2.27356642485)
1204;453172172;Porte d'Italie;13;POINT(48.8171619877 2.36023630947)
1205;1056947780;Faubourg Poissonnière - Dunkerque;30;POINT(48.8808834454 2.34993427992)
1206;653085678;Berthier - Porte de Clichy;0;POINT(48.888792 2.30081)
1207;255322397;Auguste Blanqui - Corvisart;26;POINT(48.8300989 2.3502726)
1208;1062783107;Buffon - Jardin des Plantes;30;POINT(48.8426684661 2.36185871065)
1209;1062742831;Place Joffre - Frédéric le Play;37;POINT(48.8537544869 2.30442423373)
1210;54000543;Cloître Saint-Merri - Renard;32;POINT(48.8588354489 2.35182791948)
1211;54000587;Mairie du 14ème;32;POINT(48.8325457812 2.32549231499)
1212;43247025;Jardins d'Eole;20;POINT(48.8869703 2.3668488)
1213;37879071;Paul Bodin - Clichy;34;POINT(48.8923961462 2.31714259833)
1214;77773;Gare de Reuilly - Picpus;28;POINT(48.8426735412 2.39729437977)
1215;54000554;Gare Saint-Lazare - Stockholm;32;POINT(48.8771273167 2.32241716236)
1216;49341735;Centquatre;41;POINT(48.8893335385 2.37078543752)
1217;1062882947;Bargue -  Dutot;21;POINT(48.837884 2.308876)
1218;653150828;Joffre - Aigle;20;POINT(48.904033 2.245096)
1219;213680246;Didot - Mariniers;35;POINT(48.8265054361 2.31313619827)
1220;210387163;Saint-Denis - Réaumur;32;POINT(48.8661116316 2.35077906755)
1221;54000538;Mairie du 3ème;32;POINT(48.8644617814 2.36176282167)
1222;6293;Mairie du 2ème;28;POINT(48.8672190355 2.34046254377)
1223;39169877;Saint-Placide - Cherche Midi;66;POINT(48.8490535919 2.32531797141)
1224;7402;Roquette - Auguste Laurent;16;POINT(48.858001906 2.38179770265)
1225;54000591;Franquet - Labrouste;37;POINT(48.8328770501 2.30676278472)
1226;653193536;Maxime Gorki - Paul Vaillant-Couturier;20;POINT(48.796735088 2.36833423376)
1227;66491373;Pierre Joseph Desault;19;POINT(48.821102308 2.3787754029)
1228;66491409;Guillaume Tell - Parc Henri Barbusse;20;POINT(48.8895892589 2.41988629103)
1229;66491372;M.- A. Lagroua Weill-Hallé -  F. Dolto;60;POINT(48.8285952839 2.38022060627)
1230;99840124;Regard - Rennes;46;POINT(48.847385405 2.32685554773)
1231;27415224;Bir Hakeim;33;POINT(48.8538440543 2.28970534822)
1232;210408693;Vaugirard - Monsieur le Prince;26;POINT(48.8489514416 2.34113294631)
1233;518825709;Jean Oestreicher - Porte de Champerret;21;POINT(48.8865558007 2.28864043951)
1234;129025451;Douai - Bruxelles;27;POINT(48.8832078412 2.3308449949)
1235;27415466;Jourdain - Place des Grandes Rigoles;22;POINT(48.8740311373 2.38959476352)
1236;27363187;Place Albert Kahn;46;POINT(48.8957969798 2.34558558413)
1237;583171360;Jean Marin Naudin - Stalingrad;30;POINT(48.8059819693 2.31964677572)
1238;230952057;Place Marcel Cachin;32;POINT(48.8141144236 2.39090770483)
1239;463297497;Marcelle - Thalie;20;POINT(48.8835462 2.4137883)
1240;213857398;Gare de Clamart;14;POINT(48.813835356 2.27227896452)
1241;82563707;Exelmans - Michel-Ange;33;POINT(48.8430948665 2.25977708007)
1242;213957917;Wilson - Métallurgie;28;POINT(48.9094230101 2.35844358802)
1243;559507144;Place Jean Ferrat;25;POINT(48.8184945213 2.37441748381)
1244;66491370;Jacques Callot - Mazarine;28;POINT(48.8552801753 2.3375743255)
1245;66491404;Flandre - Riquet;21;POINT(48.8880132814 2.37375959552)
1246;82445192;Gare Montparnasse - René Mouchotte;39;POINT(48.8392038433 2.32088394463)
1247;26958435;Square des Saint-Simoniens;25;POINT(48.8701796 2.3967273)
1248;653203262;Parc Pierre Lagravère;30;POINT(48.9263447248 2.2394567728)
1249;37521;Petites Ecuries - Faubourg Poissonnière;18;POINT(48.8739721724 2.3483887575)
1250;129103849;Francoeur - Marcadet;20;POINT(48.8910412326 2.34001458544)
1251;213676825;Pitié-Salpêtrière;51;POINT(48.8372080623 2.3646864295)
1252;221094844;Place Alphonse Deville;23;POINT(48.8501882627 2.32759617269)
1253;990000217;Les Planètes;16;POINT(48.8099849921 2.45808530599)
1254;66491407;Haies - Réunion;22;POINT(48.8538689677 2.40242616224)
1255;102336814;Kléber - Gouverneur Général Eboué;24;POINT(48.8268858431 2.27234132588)
1256;126354477;Clichy - Place Blanche;20;POINT(48.8836010883 2.33322378248)
1257;85162552;Fontainebleau - Edmond Michelet;45;POINT(48.8095643684 2.36269086599)
1258;129042700;Granges aux Belles - Hôpital Saint-Louis;61;POINT(48.8747949948 2.36666943698)
1259;66505511;François 1er - Montaigne;29;POINT(48.86688765 2.30667557572)
1260;653065577;Gare du Nord - Demarquay;30;POINT(48.881154 2.358411)
1261;263610599;Centenaire - Sorins;45;POINT(48.8585352336 2.42735087872)
1262;15414455;Paul Doumer - La Tour;34;POINT(48.8601161096 2.28084048191)
1263;60667075;Georges V - François 1er;22;POINT(48.8704224716 2.30106979609)
1264;1599896463;Magenta - Chabrol;24;POINT(48.8764953509 2.35609900206)
1265;606669250;Square Georges Melies;40;POINT(48.8407023921 2.40966774523)
1266;82569809;Jardin Marguerite Long;22;POINT(48.8816985774 2.28365756571)
1267;213675430;Boutroux - Porte de Vitry;49;POINT(48.822632 2.377738)
1268;457713145;Gare de Nanterre Ville;43;POINT(48.8950295 2.1957932)
1269;66491406;Cours de Vincennes - Davout;48;POINT(48.8473310531 2.4103900082)
1270;30641281;Place de la Montagne du Goulet;21;POINT(48.8443415 2.2773844)
1271;213689228;Raffet - Montmorency;42;POINT(48.8525867081 2.26292524562)
1272;1190800638;Ranelagh - Maison de la Radio;22;POINT(48.8529360317 2.28044964373)
1273;129145892;Paris - Désiré Préaux;49;POINT(48.8574287669 2.43230491877)
1274;1227051850;Glacière - Soeur Catherine Marie;40;POINT(48.8295229894 2.34357040375)
1275;653086121;Louis Xavier de Ricard - Ancienne Mairie;34;POINT(48.8462989907 2.47242037207)
1276;1057072168;Jules Guesdes - Général de Gaulle;24;POINT(48.8193058129 2.27893419564)
1277;653087914;Marne - Charles de Gaulle;27;POINT(48.8150717195 2.41216689348)
1278;54000619;Porte de Bagnolet;33;POINT(48.8647071391 2.40834463735)
1279;82332239;Ecoles - Carmes;36;POINT(48.848904448 2.34734863043)
1280;39535340;Charles Frérot - Albert Guilpin;30;POINT(48.8155839184 2.35050290823)
1281;1062256852;Maxime Gorki - Louis Aragon;20;POINT(48.7890981473 2.36838787794)
1282;27414902;Louis Blanc - La Chapelle;21;POINT(48.8840089645 2.35993355513)
1283;653146273;Chausson - Gabriel Péri;22;POINT(48.9218910035 2.29523062706)
1284;1074187051;Hôtel de Ville;30;POINT(48.9099933003 2.28823810816)
1285;1074339090;Stade Pershing;0;POINT(48.828511 2.45794799)
1286;49423507;Pau Casals - Neuve Tolbiac;53;POINT(48.8311602 2.3774395)
1287;1062844489;Château - Place de Catalogne;33;POINT(48.8368139281 2.31866911054)
1288;54000596;Jouffroy d'Abbans - Villiers;34;POINT(48.884215547 2.30565335602)
1289;653102462;Lampes;43;POINT(48.8115248199 2.40179311484)
1290;311153993;Les Halles - Saint-Eustache;32;POINT(48.863626959 2.34262391925)
1291;1074398925;République - Louis Loucheur;37;POINT(48.8235492612 2.51018654555)
1292;84960402;Gobelins - Port-Royal;41;POINT(48.8371359003 2.351520136)
1293;653110492;Danielle Casanova - Ledru-Rollin;28;POINT(48.8157834979 2.3832597211)
1294;63279;Siam - La Pompe;16;POINT(48.861720329 2.27534656856)
1295;85160045;Arthur Auger - Jean Jaurès;26;POINT(48.8137364456 2.30692774057)
1296;82551956;Marché d'Auteuil;32;POINT(48.8484276137 2.26525382116)
1297;501862076;Place Nelson Mandela;22;POINT(48.8620909377 2.19657629728)
1298;102747146;Lagny - Victor Basch;26;POINT(48.8488414719 2.42632541893)
1299;128940135;Marceau - Chaillot;21;POINT(48.8688339499 2.29899678379)
1300;1057296253;Regnault - Patay;27;POINT(48.8243578222 2.37706515938)
1301;128920403;Gare Saint-Lazare - Isly;27;POINT(48.8747776776 2.32651580478)
1302;208795867;Ambroise Rendu - Porte Brunet;17;POINT(48.883667 2.395733)
1303;128882438;Institut du Monde Arabe - Saint-Germain;40;POINT(48.8490632995 2.35580865294)
1304;210399835;Panthéon - Valette;39;POINT(48.8470205717 2.34649826197)
1305;210749865;Port-Royal - Hôpital du Val-de-Grâce;18;POINT(48.8376682728 2.34481383466)
1306;213683101;Lecourbe - Jean Maridor;19;POINT(48.8379636615 2.28773921728)
1307;66491402;Marcadet - Barbès;37;POINT(48.890451121 2.34905739297)
1308;102331767;Victor Hugo - Galliéni;34;POINT(48.8380201544 2.24608451128)
1309;613737748;Raspail - Manufacture des Oeillets;32;POINT(48.8094458 2.3903009)
1310;27415665;Jean Jaurès - Salvador Allende;43;POINT(48.8214755947 2.30265766382)
1311;1062671597;Cossonnerie - Sébastopol;24;POINT(48.8613266591 2.34941963106)
1312;213691848;Place Madeleine Daniélou;42;POINT(48.883498 2.282015)
1313;875078767;Lieutenant Chauré - Etienne Marey;20;POINT(48.8674619541 2.40597099066)
1314;653042678;Quai de Béthune - Pont de la Tournelle;25;POINT(48.8509743319 2.35630720854)
1315;94250567;Mairie d'Ivry-sur-Seine;53;POINT(48.8105712097 2.38428264856)
1316;649888071;Place Paul Eluard;19;POINT(48.7672039733 2.41449773312)
1317;49859500;Charenton - Diderot;18;POINT(48.8461714612 2.37930681556)
1318;66491393;Dupleix - du Guesclin;47;POINT(48.8514791041 2.29670953006)
1319;82417874;Alexandre Dumas - Voltaire;60;POINT(48.8528886704 2.38914764081)
1320;210747224;Pirogues de Bercy - Libourne;49;POINT(48.832308 2.38637)
1321;85165045;Place Jean-Baptiste Clément;25;POINT(48.8124046687 2.36170917749)
1322;244400797;Jean Lolive - Parc Stalingrad;23;POINT(48.892061744 2.40917354822)
1323;473204291;Victor Hugo - Magasins Généraux;34;POINT(48.9032814011 2.36807238311)
1324;129130397;Pierre Grenier - Pont de Billancourt;21;POINT(48.8258020743 2.2487989068)
1325;54000598;Mac-Mahon - Brey;25;POINT(48.8775320841 2.29451253605)
1326;54000604;Ordener - Poissonniers;35;POINT(48.8912138908 2.35128866622)
1327;42908639;Lallier - Trudaine;29;POINT(48.8810924662 2.34082248062)
1328;66507229;Reims - Porte d'Asnières;26;POINT(48.8918344482 2.30014465995)
1329;82554786;Place de l'Eglise;30;POINT(48.8928094615 2.41243511438)
1330;54000567;Montreuil - Voltaire;34;POINT(48.8505070118 2.39307555827)
1331;357491025;Place Centrale;22;POINT(48.7874016769 2.2278830409)
1332;1057003116;Charles Lecocq - Lecourbe;30;POINT(48.84044 2.294867)
1333;303102719;Brancion - Lefebvre;11;POINT(48.8290022279 2.30143103816)
1334;653123610;Pierre Lefaucheux - Traversière;35;POINT(48.824352083 2.24179130048)
1335;35101194;Place de l'Insurrection d'Août 1944;30;POINT(48.8147785275 2.39807456732)
1336;213683992;Cauchy - Cévennes;51;POINT(48.843372571 2.27513283491)
1337;213689815;Porte d'Asnières;36;POINT(48.8903581761 2.30362862349)
1338;213677219;Brillat-Savarin - Küss;21;POINT(48.822203 2.350422)
1339;54000632;Paul Vaillant-Couturier - Victor Hugo;36;POINT(48.8981970226 2.29384801797)
1340;653137566;Mairie de Clamart;33;POINT(48.800612 2.262151)
1341;266422568;Place Edmond Michelet;23;POINT(48.8601348905 2.3500636965)
1342;210573120;Hoche - Tilsitt;33;POINT(48.8748364578 2.29713231325)
1343;1057234527;Gare d'Argenteuil;40;POINT(48.9470224368 2.2568981722)
1344;265201872;Bourdon - Pont Morland;52;POINT(48.8478103 2.3659356)
1345;1057758764;Cadix - Hameau;37;POINT(48.8340107632 2.28951618075)
1346;100868590;Cité Vaneau;26;POINT(48.8542210666 2.31961492449)
1347;49094984;Herschel - Observatoire;37;POINT(48.8434237622 2.33766451478)
1348;1062911162;Solitaires - Place des Fêtes;29;POINT(48.876601 2.391769)
1349;58391194;Tiron - Rivoli;28;POINT(48.8556922532 2.35790580511)
1350;78374110;Square Pierre Lazareff;17;POINT(48.8671417207 2.34839335084)
1351;53999465;Place du Palais Royal;67;POINT(48.8624302348 2.33852013115)
1352;49424560;Saint-Mande - Picpus;35;POINT(48.8451277283 2.40156862965)
1353;653107480;Paganini - Davout;22;POINT(48.85135 2.412021)
1354;27363058;Suffren - La Motte-Piquet;23;POINT(48.8508812309 2.30121999979)
1355;35080917;Euryale Dehaynin - Loire;30;POINT(48.8862489173 2.37745910883)
1356;27363206;Riquet - Marx Dormoy;29;POINT(48.890210037 2.36017562449)
1357;37420;Hauteville - Bonne Nouvelle;17;POINT(48.8707743602 2.34964963683)
1358;54000594;Edouard Pailleron - Bouret;27;POINT(48.8805976941 2.37694948912)
1359;82583924;Pyrénées - Charles Renouvier;29;POINT(48.8609593323 2.40042185204)
1360;15163771;George Sand - Jean de La Fontaine;30;POINT(48.8498691876 2.26825738753)
1361;128884445;Constantine - Université;65;POINT(48.8606804737 2.31484819558)
1362;49829553;Legendre - Nollet;30;POINT(48.8877421868 2.32029307988)
1363;82425449;Bois de Vincennes - Polygone;51;POINT(48.8354449162 2.43142108144)
1364;39882420;Championnet;22;POINT(48.8953643 2.3498166)
1365;11375742;Arsonval - Falguière;25;POINT(48.8404004037 2.3131178673)
